Title,Genre,Description
Bobby,"Biography, Drama, History",The story of the assassination of U.S. Senator
Kahaani,"Mystery, Thriller","A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him."
Wes Craven's New Nightmare,"Fantasy, Horror, Mystery",A demonic force has chosen Freddy Krueger as its portal to the real world. Can
The Last Kiss,"Comedy, Drama, Romance","Michael'd have a great job, still have his 4 best friends, and be in love with a beautiful girl at 30. He loves Jenna but his life seems predictable until he meets a college girl. It seems that everybody's having relationship problems."
3000 Miles to Graceland,"Action, Comedy, Crime",A gang of ex-cons rob a casino during Elvis convention week.
Che: Part One,"Biography, Drama, History","In 1956, Ernesto 'Che' Guevara and a band of Castro-led Cuban exiles mobilize an army to topple the regime of dictator Fulgencio Batista."
An Officer and a Gentleman,"Drama, Romance","A young man must complete his work at a Navy Officer Candidate School to become an aviator, with the help of a tough Gunnery Sergeant and his new girlfriend."
Psycho,"Horror, Mystery, Thriller","A young female embezzler arrives at the Bates Motel, which has terrible secrets of its own."
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"Comedy, Crime","A parody of several U.S. films about being in the 'Hood', for instance"
Magic Mike XXL,"Comedy, Drama, Music","Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance."
The Pink Panther,"Comedy, Crime, Romance","The bumbling Inspector Clouseau travels to Rome to catch a notorious jewel thief known as ""The Phantom"" before he conducts his most daring heist yet: a princess' priceless diamond with one slight imperfection, known as ""The Pink Panther""."
How to Be Single,"Comedy, Drama, Romance",A group of young adults navigate love and relationships in New York City.
Flash Gordon,"Action, Adventure, Sci-Fi",A football player and his friends travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.
The Good Girl,"Drama, Romance",A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.
Now You See Me 2,"Action, Adventure, Comedy","The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet."
An American Tail,"Animation, Adventure, Comedy","While emigrating to the United States, a young Russian mouse gets separated from his family and must relocate them while trying to survive in a new country."
Tin Cup,"Comedy, Drama, Romance",A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his successful rival's girlfriend.
Kung Pow: Enter the Fist,"Action, Comedy",A rough-around-the-edges martial arts master seeks revenge for his parents' death.
Can't Hardly Wait,"Comedy, Romance","A complete graduating class, consisting of beautiful girls, geeks and promising footballers, assemble at a rich classmate's residence for a party. Interesting developments follow at the get-together."
The War of the Roses,"Comedy, Romance",A married couple tries everything to drive each other out of the house in a vicious divorce battle.
The Money Pit,Comedy,A young couple struggles to repair a hopelessly dilapidated house.
No Man's Land,"Comedy, Drama, War","Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap."
The Big Blue,"Adventure, Drama, Sport","The rivalry between Enzo and Jacques, two childhood friends and now world-renowned free divers, becomes a beautiful and perilous journey into oneself and the unknown."
"Sex, Lies, and Videotape",Drama,A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.
Perfect Stranger,"Crime, Mystery, Thriller","A journalist goes undercover to ferret out businessman Harrison Hill as her childhood friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse."
Tell No One,"Crime, Drama, Mystery","An accidental discovery near a doctor's estate stirs up some painful memories eight years after his wife's hideous murder, and now, things are bound to take a turn for the unexpected. Does the good doctor know more than he's letting on?"
Cosmopolis,"Crime, Drama, Fantasy","Riding across Manhattan in a stretch limo in order to get a haircut, a 28-year-old billionaire asset manager's day devolves into an odyssey with a cast of characters that start to tear his world apart."
Airheads,"Comedy, Crime, Music",Three band members hoping for a big break head to a radio station to play their demo tape and wind up holding everyone hostage with plastic guns when the head D.J. refuses to play them.
Waitress,"Comedy, Drama, Romance","Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness."
Asterix & Obelix: Mission Cleopatra,"Adventure, Comedy, Family",Astérix and Obélix go to Egypt to help architect Numérobis who is building a palace for Cleopatra.
Employee of the Month,"Comedy, Romance","A slacker competes with a repeat winner for the ""Employee of the Month"" title at work, in order to gain the affections of a new female employee."
Sydney White,"Comedy, Drama, Romance",A modern retelling of Snow White set against students in their freshman year of college in the greek system.
Alone in the Dark,"Action, Horror, Sci-Fi",A detective of the paranormal slowly unravels mysterious events with deadly results.
Mongol: The Rise to Power of Genghis Khan,"Action, Biography, Drama",The story recounts the early life of Genghis Khan who was a slave before going on to conquer half the world in 1206.
Rules of Engagement,"Drama, Thriller, War",An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a Middle Eastern country.
Loaded Weapon 1,"Action, Comedy, Crime",A spoof on
Fletch,"Comedy, Crime, Mystery","Irwin M. ""Fletch"" Fletcher is a newspaper reporter being offered a large sum to off a cancerous millionaire, but is on the run, risking his job and finding clues when it's clear the man is healthy."
Days of Heaven,"Drama, Romance",A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.
Extract,"Comedy, Crime, Romance","Joel, the owner of an extract plant, tries to contend with myriad personal and professional problems, such as his potentially unfaithful wife and employees who want to take advantage of him."
Hobo with a Shotgun,"Action, Comedy, Horror","A homeless vigilante blows away crooked cops, pedophile Santas, and other scumbags with his trusty pump-action shotgun."
Without a Paddle,"Adventure, Comedy, Mystery","After their friend dies, three men decide to fulfill their childhood dream by going on a camping expedition for the lost D. B. Cooper bounty, with calamitous results."
