Title,Genre,Description
Rajaratha,"Action, Adventure, Comedy            ",    It's a story of a Bus traveling from Rigalore(an imaginary place in malnad region of karnataka) to Chennai via Bengaluru. The journey has the hero and heroine occupying it and well ...                See full summary »
Danger,Thriller            ,    Five friends on the run witness a horrifying ritual that changes their lives forever.
Andari Bandhuvaya,Drama            ,"    Nandu (Sarwanand), a village youth who works in a city, is altruistic. His colleague, Paddu (Padma Priya), is a composed girl, who is particular about spending each and every rupee for her ...                See full summary »"
Seenu,Romance            ,"    A country man comes to city to meet his friends and with ego, he pretends as a dumb person for the sake of friendship with his girlfriend."
Janda Pai Kapiraju,"Action, Thriller            ","    Arvind Nani who came to the city from a rural area, is a naive employee in a company. He cannot tolerate corruption, bribery, breaking rules, lavishness and the urban culture of youth in ...                See full summary »"
Deyyam,Horror            ,"    A family buys a farmhouse situated near a haunted graveyard. Soon, they are under attack."
Rowdy Alludu,"Action, Comedy            ","    Chiranjeevi plays the dual roles of a Mumbai-based auto driver, Johnny and an industrialist, Kalyan. Because Kalyan was interfering with the plans of the villains, led by Kota Srinivasa Rao...                See full summary »"
Krishna Aur Kans,"Animation, Action, Adventure            ","    Hailed as India's first stereoscopic animated film, 'Krishna Aur Kans' is an exciting narrative full of action and drama. The movie chronicles Krishna's early years -- from his birth as the nemesis of his tyrannical uncle Kans."
Seema Tapakai,Comedy            ,"    Sri, the son of a wealthy businessman falls for Satya, a girl who despises rich people. To impress her, Sri pretends to be poor and ropes in his family to do the same for him."
Mahathma,"Action, Crime, Drama            ",    An uninhibited goon decides to become a member of the Indian Legislative Assembly.
Baanam,"Action, Drama            ",    The journey of a young IPS aspirant Bhagat who is the son of a former Naxalite.
Bhai,"Action, Comedy, Thriller            ",    A hitman turns against his boss in order to save his brother.
Itlu Sravani Subramanyam,"Drama, Romance            ",    Sravani and Subramanyam meet at a suicide point but are unsuccessful when they try to help each other die. They soon begin to fall in love and decide to run away from their homes.
Sathyam,"Action, Drama            ","    Sathyam, an assistant police commissioner, fights crime in his own way."
Bhale Ramudu,Family            ,"    Bhale Ramudu is a 1984 Indian Telugu film, directed by K.S.R. Dass and Produced by Mohan Babu. The film stars Mohan Babu, Murali Mohan, Madhavi, Nutan Prasad and Chalapathi Rao in lead ...                See full summary »"
Pressure Cooker,"Comedy, Drama, Family            ","    This is a new age family drama entertainer. The story is about a young graduate under pressure from his father who expects him to go and ""settle"" in USA to be seen as successful. #pressurecookermovie"
Ranam,Action            ,    The duel between hero and villain when hero falls for villains sister
Aavida Maa Aavide,"Comedy, Romance            ","    Vikranth comes from an upper-class family. As he is of marriageable age, his parents want him to get married. He then meets with Archana and both fall in love, and both inform their ...                See full summary »"
Alavuddinum Athbutha Vilakkum,"Adventure, Drama, Fantasy            ","    Kamaruddin, the commander of the armed forces of Baghdad, has designs on princess Roshni, the heiress to the kingdom, as her husband will rule the land after the Caliph's death. Roshni, ...                See full summary »"
Naa Mogudu Nanke Sontham,Comedy            ,"    Naa Mogudu Naake Sontham is a 1987 Indian Telugu film, directed by Dasari Narayana Rao and produced by Mohan Babu. The film stars Mohan Babu, Jayasudha, Vani Viswanathan, Dasari Narayana ...                See full summary »"
Sri Anjaneyam,Fantasy            ,"    Sri Anjaneyam is a Telugu film directed and produced by Krishna Vamsi. It stars Arjun Sarja, Nitin, Charmme Kaur in the lead roles. Prakash Raj and Ramya Krishna play supporting roles. This...                See full summary »"
Chiru Navvuto,"Comedy, Drama, Romance            ",    Chirunavvutho is the story about Venu (Venu) who moves to Hyderabad after being dumped by Aruna (Prema). He falls in love with another girl called Sandhya (Shaheen Khan) and proposes to her...                See full summary »
Operation Gold Fish,"Action, Thriller            ",    A group of commandos set out on a mission to find and eliminate a mysterious terrorist mastermind called Gold Fish in the Kashmir valley.
Subrahmanyapuram,"Drama, Mystery, Thriller            ","    Karthik, an atheist, investigates a series of suicides, which are believed to be an act of God by the people of Subrahmanyapuram"
Baava,Drama            ,"    History appears to be repeating itself when, just like his father, a young man falls for a woman whose family disapproves of him. However, with his father's help, he chooses to fight fate rather than accept it."
Veera Prathap,"Action, Adventure, Comedy            ","    Veera Pratap is a 1987 Indian Telugu film, directed by B. Vittalacharya and produced by Mohan Babu. The film stars Mohan Babu and Madhavi in lead roles. Music of the film was composed by ...                See full summary »"
Courier Boy Kalyan,"Action, Romance, Thriller            ",    A courier boy's life turn into unexpected consequences because of a courier received from a social service activist.
Jabardasth,Comedy            ,"    A carefree young man befriends a feisty girl, becomes her business partner, but when she falls in love with him, things get complicated and they separate. What will happen when another girl...                See full summary »"
Pellam Oorelithe,"Comedy, Drama            ",    Two men pretend to be married to a prostitute to protect each other's marriages.
Hanuman Junction,"Drama, Action, Comedy            ","    A man falls in love with the sister of two thugs. In order to win her heart, he not only joins her brother's company but also tries to sort out their complicated love lives"
